#{"t_start": 1777351104.5269413, "env_id": "None"}
r,l,t,episode_metrics
-1000.0,389,797.863281,"{'term': -1.0, 'progress': 0.0, 'time': 2.559999942779541, 'distance': 19.399389266967773, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-1000.0,576,805.514281,"{'term': -1.0, 'progress': 0.0, 'time': 4.320000171661377, 'distance': 19.369319915771484, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-1000.0,652,813.808814,"{'term': -1.0, 'progress': 0.0, 'time': 4.909999847412109, 'distance': 17.796838760375977, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-1000.0,524,821.052901,"{'term': -1.0, 'progress': 0.0, 'time': 3.8499999046325684, 'distance': 20.043031692504883, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-1000.0,610,829.06646,"{'term': -1.0, 'progress': 0.0, 'time': 4.769999980926514, 'distance': 18.81279945373535, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-996.857143,644,837.54198,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 5.239999771118164, 'distance': 27.77278709411621, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-996.857143,469,845.475619,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 4.670000076293945, 'distance': 20.185596466064453, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-996.857143,696,854.737685,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 5.840000152587891, 'distance': 26.06745147705078, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-996.857143,506,861.825306,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 3.8299999237060547, 'distance': 21.6306095123291, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-996.857143,526,869.189307,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 4.070000171661377, 'distance': 17.888185501098633, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -996.8571428571429}"
-996.857143,597,877.210835,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 4.710000038146973, 'distance': 30.334503173828125, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-996.857143,559,884.941465,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 4.340000152587891, 'distance': 22.682973861694336, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-996.857143,571,892.816988,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 4.610000133514404, 'distance': 21.8199462890625, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-996.857143,673,901.690526,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 5.579999923706055, 'distance': 20.543481826782227, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-996.857143,629,910.100063,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 5.099999904632568, 'distance': 28.625446319580078, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-996.857143,528,917.293159,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 3.890000104904175, 'distance': 20.737274169921875, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-1000.0,374,923.093242,"{'term': -1.0, 'progress': 0.0, 'time': 2.490000009536743, 'distance': 19.769678115844727, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
