#{"t_start": 1777457424.5316324, "env_id": "None"}
r,l,t,episode_metrics
-988.571429,285,370.066164,"{'term': -1.0, 'progress': 11.428571428571429, 'time': 5.670000076293945, 'distance': 127.59595489501953, 'fitness': -988571428.5714285, 'fitness_delta_score': -988.5714285714286, 'last_fitness_delta_score': -988.5714285714286, 'last_fitness_delta_progress': 11.428571428571429, 'reward': -1000.0}"
-985.714286,372,378.721401,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 7.019999980926514, 'distance': 131.67897033691406, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
56.692457,2540,425.34947,"{'term': 0.0, 'progress': 57.14285714285714, 'time': 45.040000915527344, 'distance': 646.626708984375, 'fitness': 56692457.13370187, 'fitness_delta_score': 56.69245713370187, 'last_fitness_delta_score': 56.69245713370187, 'last_fitness_delta_progress': 57.14285714285714, 'reward': -0.011500015258782526}"
-985.714286,299,432.800756,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 5.909999847412109, 'distance': 134.97833251953125, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-934.622814,1821,468.105755,"{'term': -1.0, 'progress': 65.71428571428571, 'time': 33.709999084472656, 'distance': 726.27783203125, 'fitness': -934622814.276559, 'fitness_delta_score': -934.622814276559, 'last_fitness_delta_score': -934.622814276559, 'last_fitness_delta_progress': 65.71428571428571, 'reward': -1000.0098999786377}"
-980.1609,881,485.78709,"{'term': -1.0, 'progress': 20.0, 'time': 16.09000015258789, 'distance': 170.67031860351562, 'fitness': -980160900.0015259, 'fitness_delta_score': -980.1609000015259, 'last_fitness_delta_score': -980.1609000015259, 'last_fitness_delta_progress': 20.0, 'reward': -1000.0202999973297}"
-985.714286,326,493.557978,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 6.159999847412109, 'distance': 137.01512145996094, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-985.714286,534,505.028749,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 9.84000015258789, 'distance': 125.8831558227539, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-1000.0,88,508.601288,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 1.6234033107757568, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-985.714286,312,516.419723,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 6.21999979019165, 'distance': 136.99928283691406, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-980.1272,684,530.70987,"{'term': -1.0, 'progress': 20.0, 'time': 12.720000267028809, 'distance': 209.02699279785156, 'fitness': -980127200.0026703, 'fitness_delta_score': -980.1272000026703, 'last_fitness_delta_score': -980.1272000026703, 'last_fitness_delta_progress': 20.0, 'reward': -1000.0184000015258}"
-994.285714,320,538.420852,"{'term': -1.0, 'progress': 5.714285714285714, 'time': 6.130000114440918, 'distance': 54.397369384765625, 'fitness': -994285714.2857143, 'fitness_delta_score': -994.2857142857142, 'last_fitness_delta_score': -994.2857142857142, 'last_fitness_delta_progress': 5.714285714285714, 'reward': -999.9999999999999}"
-977.266357,648,552.342716,"{'term': -1.0, 'progress': 22.857142857142858, 'time': 12.350000381469727, 'distance': 214.63803100585938, 'fitness': -977266357.1466719, 'fitness_delta_score': -977.2663571466719, 'last_fitness_delta_score': -977.2663571466719, 'last_fitness_delta_progress': 22.857142857142858, 'reward': -1000.0185000038148}"
-974.419014,698,567.315757,"{'term': -1.0, 'progress': 25.71428571428571, 'time': 13.329999923706055, 'distance': 283.0662536621094, 'fitness': -974419014.2849513, 'fitness_delta_score': -974.4190142849513, 'last_fitness_delta_score': -974.4190142849513, 'last_fitness_delta_progress': 25.71428571428571, 'reward': -1000.0221000003814}"
-977.308557,845,585.458794,"{'term': -1.0, 'progress': 22.857142857142858, 'time': 16.56999969482422, 'distance': 208.2677459716797, 'fitness': -977308557.1398054, 'fitness_delta_score': -977.3085571398054, 'last_fitness_delta_score': -977.3085571398054, 'last_fitness_delta_progress': 22.857142857142858, 'reward': -1000.019299993515}"
-977.304257,822,603.233134,"{'term': -1.0, 'progress': 22.857142857142858, 'time': 16.139999389648438, 'distance': 211.5811309814453, 'fitness': -977304257.1367537, 'fitness_delta_score': -977.3042571367537, 'last_fitness_delta_score': -977.3042571367537, 'last_fitness_delta_progress': 22.857142857142858, 'reward': -1000.022699995041}"
-994.285714,301,611.37838,"{'term': -1.0, 'progress': 5.714285714285714, 'time': 6.590000152587891, 'distance': 54.88167190551758, 'fitness': -994285714.2857143, 'fitness_delta_score': -994.2857142857142, 'last_fitness_delta_score': -994.2857142857142, 'last_fitness_delta_progress': 5.714285714285714, 'reward': -999.9999999999999}"
-985.714286,302,619.345873,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 6.349999904632568, 'distance': 130.34420776367188, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-977.277057,680,634.405965,"{'term': -1.0, 'progress': 22.857142857142858, 'time': 13.420000076293945, 'distance': 215.54071044921875, 'fitness': -977277057.1436201, 'fitness_delta_score': -977.2770571436201, 'last_fitness_delta_score': -977.2770571436201, 'last_fitness_delta_progress': 22.857142857142858, 'reward': -1000.0190999984742}"
